date,full_text,lower,cleaned,normalized,stopword,steemed,tokens,text_en,vader_compound,vader_label
2021-05-04,Haduh kecepatan jual $TINS Alhamdulillah dapet pelajaran selama bandar utamanya blm jualan boleh di keep atau paling bijak TP sebagian. Let the profit run kata orang-orang https://t.co/xBlCVsv4jL,haduh kecepatan jual $tins alhamdulillah dapet pelajaran selama bandar utamanya blm jualan boleh di keep atau paling bijak tp sebagian. let the profit run kata orang-orang https://t.co/xblcvsv4jl,haduh kecepatan jual tins alhamdulillah dapet pelajaran selama bandar utamanya blm jualan boleh di keep atau paling bijak tp sebagian let the profit run kata orangorang,haduh kecepatan jual tins alhamdulillah dapet pelajaran selama bandar utamanya belum jualan boleh di keep atau paling bijak tapi sebagian let the profit run kata orangorang,haduh kecepatan jual tins alhamdulillah dapet pelajaran selama bandar utamanya jualan di keep paling bijak sebagian let the profit run kata orangorang,haduh cepat jual tins alhamdulillah dapet ajar lama bandar utama jual di keep paling bijak bagi let the profit run kata orangorang,"['haduh', 'cepat', 'jual', 'tins', 'alhamdulillah', 'dapet', 'ajar', 'lama', 'bandar', 'utama', 'jual', 'di', 'keep', 'paling', 'bijak', 'bagi', 'let', 'the', 'profit', 'run', 'kata', 'orangorang']","['haduh', 'cepat', 'jual', 'tins', 'alhamdulillah', 'dapet', 'ajar', 'lama', 'bandar', 'utama', 'jual', 'di', 'keep', 'paling', 'bijak', 'bagi', 'let', 'the', 'profit', 'run', 'kata', 'orangorang']",0.4588,2
2021-05-04,day trading beli saham $ZINC 153 $LSIP 1320 $TINS 1745 $DKFT 170 $BKSL 74,day trading beli saham $zinc 153 $lsip 1320 $tins 1745 $dkft 170 $bksl 74,day trading beli saham zinc 153 lsip 1320 tins 1745 dkft 170 bksl 74,day trading beli saham zinc 153 lsip 1320 tins 1745 dkft 170 bksl 74,day trading beli saham zinc 153 lsip 1320 tins 1745 dkft 170 bksl 74,day trading beli saham zinc 153 lsip 1320 tins 1745 dkft 170 bksl 74,"['day', 'trading', 'beli', 'saham', 'zinc', '153', 'lsip', '1320', 'tins', '1745', 'dkft', '170', 'bksl', '74']","['Day', 'Trading', 'Buy', 'Stock', 'Zinc', '153', 'Lsip', '1320', 'Tins', '1745', 'DKFT', '170', 'BKSL', '74']",0.296,2
2021-05-07,Akhirnya $TINS https://t.co/cM6i4NDw54,akhirnya $tins https://t.co/cm6i4ndw54,akhirnya tins,akhirnya tins,akhirnya tins,akhir tins,"['akhir', 'tins']","['end', 'tins']",0.0,0
2021-05-17,$ANTM $INCO $TINS Bukan ANTM atau INCO Tesla Bidik Pemasok China Ini! https://t.co/DPUiRMtBIk,$antm $inco $tins bukan antm atau inco tesla bidik pemasok china ini! https://t.co/dpuirmtbik,antm inco tins bukan antm atau inco tesla bidik pemasok china ini,antm inco tins bukan antm atau inco tesla bidik pemasok china ini,antm inco tins bukan antm inco tesla bidik pemasok china,antm inco tins bukan antm inco tesla bidik pasok china,"['antm', 'inco', 'tins', 'bukan', 'antm', 'inco', 'tesla', 'bidik', 'pasok', 'china']","['antm', 'inco', 'tins', 'not', 'antm', 'Inco', 'Tesla', 'Bidik', 'Has', 'Supply', 'China']",0.0,0
2021-05-17,$IHSG amblas tinggal segini $MLPL $MPPA $SAME $TINS https://t.co/HCH0TbJ2kZ,$ihsg amblas tinggal segini $mlpl $mppa $same $tins https://t.co/hch0tbj2kz,ihsg amblas tinggal segini mlpl mppa same tins,ihsg amblas tinggal segini mlpl mppa same tins,ihsg amblas tinggal segini mlpl mppa same tins,ihsg amblas tinggal gin mlpl mppa same tins,"['ihsg', 'amblas', 'tinggal', 'gin', 'mlpl', 'mppa', 'same', 'tins']","['ihsg', 'collapsed', 'stay', 'gin', 'mlpl', 'mppa', 'same', 'tins']",-0.2732,1
2021-05-30,Di sektor pertambangan simak baik2 ada beberapa perusahaan yangmemiliki fundamental bagus: PT Vale Indonesia Tbk ( $INCO ) PT Aneka Tambang Tbk ( $ANTM ) PT Timah Tbk ( $TINS ) PT Bukit Asam Tbk ( $PTBA ) PT Adaro Energy Tbk ( $ADRO ) PT Indo Tambangraya Megah Tbk ( $ITMG ),di sektor pertambangan simak baik2 ada beberapa perusahaan yangmemiliki fundamental bagus: pt vale indonesia tbk ( $inco ) pt aneka tambang tbk ( $antm ) pt timah tbk ( $tins ) pt bukit asam tbk ( $ptba ) pt adaro energy tbk ( $adro ) pt indo tambangraya megah tbk ( $itmg ),di sektor pertambangan simak baik2 ada beberapa perusahaan yangmemiliki fundamental bagus pt vale indonesia tbk inco pt aneka tambang tbk antm pt timah tbk tins pt bukit asam tbk ptba pt adaro energy tbk adro pt indo tambangraya megah tbk itmg,di sektor pertambangan simak baik2 ada beberapa perusahaan yang memiliki fundamental bagus pt vale indonesia tbk inco pt aneka tambang tbk antm pt timah tbk tins pt bukit asam tbk ptba pt adaro energy tbk adro pt indo tambangraya megah tbk itmg,sektor pertambangan simak baik2 beberapa perusahaan memiliki fundamental bagus pt vale indonesia tbk inco pt aneka tambang tbk antm pt timah tbk tins pt bukit asam tbk ptba pt adaro energy tbk adro pt indo tambangraya megah tbk itmg,sektor tambang simak baik2 beberapa usaha milik fundamental bagus pt vale indonesia tbk inco pt aneka tambang tbk antm pt timah tbk tins pt bukit asam tbk ptba pt adaro energy tbk adro pt indo tambangraya megah tbk itmg,"['sektor', 'tambang', 'simak', 'baik2', 'beberapa', 'usaha', 'milik', 'fundamental', 'bagus', 'pt', 'vale', 'indonesia', 'tbk', 'inco', 'pt', 'aneka', 'tambang', 'tbk', 'antm', 'pt', 'timah', 'tbk', 'tins', 'pt', 'bukit', 'asam', 'tbk', 'ptba', 'pt', 'adaro', 'energy', 'tbk', 'adro', 'pt', 'indo', 'tambangraya', 'megah', 'tbk', 'itmg']","['sector', 'mine', 'see', 'good', 'some', 'business', 'owned', 'fundamental', 'good', 'PT', 'Vale', 'Indonesia', 'Tbk', 'Inco', 'PT', 'Aneka', 'Aneka', 'Mine', 'Tbk', 'Antm', 'PT', 'Tin', 'TBK', 'Tin' 'Bukit', 'Asam', 'Tbk', 'PTBA', 'PT', 'Adaro', 'Energy', 'Tbk', 'Adro', 'PT', 'Indo', 'Indo', 'Tambangraya', 'Megah', 'Tbk', 'ITMG']",0.7269,2
2021-05-31,saham pilihan minggu ini. $ASII $TINS $PGAS $TLKM ingat besok libur!,saham pilihan minggu ini. $asii $tins $pgas $tlkm ingat besok libur!,saham pilihan minggu ini asii tins pgas tlkm ingat besok libur,saham pilihan minggu ini asii tins pgas tlkm ingat besok libur,saham pilihan minggu asii tins pgas tlkm ingat besok libur,saham pilih minggu asi tins pgas tlkm ingat besok libur,"['saham', 'pilih', 'minggu', 'asi', 'tins', 'pgas', 'tlkm', 'ingat', 'besok', 'libur']","['stock', 'select', 'Sunday', 'ASI', 'Tins', 'PGAS', 'Tlkm', 'Remember', 'Tomorrow', 'Tomorrow', 'Holidays']",0.3818,2
2021-06-11,4. $TINS (Buy on Weakness) Target harga beli pada level 1.555 dengan resist di level 1.630 kemudian 1.665. https://t.co/7oW4ML5j8q,4. $tins (buy on weakness) target harga beli pada level 1.555 dengan resist di level 1.630 kemudian 1.665. https://t.co/7ow4ml5j8q,4 tins buy on weakness target harga beli pada level 1555 dengan resist di level 1630 kemudian 1665,4 tins buy on weakness target harga beli pada level 1555 dengan resist di level 1630 kemudian 1665,4 tins buy on weakness target harga beli level 1555 resist level 1630 kemudian 1665,4 tins buy on weakness target harga beli level 1555 resist level 1630 kemudian 1665,"['4', 'tins', 'buy', 'on', 'weakness', 'target', 'harga', 'beli', 'level', '1555', 'resist', 'level', '1630', 'kemudian', '1665']","['4', 'Tins', 'Buy', 'On', 'Weakness', 'Target', 'Price', 'Buy', 'Level', '1555', 'Resist', 'Resist', 'Level', '1630', 'Then', '1665']",0.3182,2
2021-06-19,$TINS candle terakhir itu sesuatu yah. Broker summary per tanggal 18 Juni 2021 itu Netral. Top buyer bukan ritel. Semoga ada kabar baik ini. Ngeri kalau closing di bawah garis merah ini. Semoga yah. https://t.co/1vrycTeMiz,$tins candle terakhir itu sesuatu yah. broker summary per tanggal 18 juni 2021 itu netral. top buyer bukan ritel. semoga ada kabar baik ini. ngeri kalau closing di bawah garis merah ini. semoga yah. https://t.co/1vryctemiz,tins candle terakhir itu sesuatu yah broker summary per tanggal 18 juni 2021 itu netral top buyer bukan ritel semoga ada kabar baik ini ngeri kalau closing di bawah garis merah ini semoga yah,tins candle terakhir itu sesuatu yah broker summary per tanggal 18 juni 2021 itu netral top buyer bukan ritel semoga ada kabar baik ini ngeri kalau closing di bawah garis merah ini semoga yah,tins candle terakhir sesuatu yah broker summary per tanggal 18 juni 2021 netral top buyer bukan ritel semoga kabar baik ngeri kalau closing bawah garis merah semoga yah,tins candle akhir sesuatu yah broker summary per tanggal 18 juni 2021 netral top buyer bukan ritel moga kabar baik ngeri kalau closing bawah garis merah moga yah,"['tins', 'candle', 'akhir', 'sesuatu', 'yah', 'broker', 'summary', 'per', 'tanggal', '18', 'juni', '2021', 'netral', 'top', 'buyer', 'bukan', 'ritel', 'moga', 'kabar', 'baik', 'ngeri', 'kalau', 'closing', 'bawah', 'garis', 'merah', 'moga', 'yah']","['tins', 'candle', 'end', 'something', 'well', 'broker', 'summary', 'per', 'date', '18', 'June', '2021', 'neutral', 'top', 'buyer', 'not', 'Retail', 'Moga' 'Line', 'Red', 'Moga', 'Yah']",0.3182,2
2021-06-23,Watchlist $TINS akankah support MA200 nya TINS akan kuat memantulkan harga ke atas atau bekal tetep ditembus ke bawah? https://t.co/CvgwLodsT4,watchlist $tins akankah support ma200 nya tins akan kuat memantulkan harga ke atas atau bekal tetep ditembus ke bawah? https://t.co/cvgwlodst4,watchlist tins akankah support ma200 nya tins akan kuat memantulkan harga ke atas atau bekal tetep ditembus ke bawah,watchlist tins akankah support ma200 nya tins akan kuat memantulkan harga ke atas atau bekal tetep ditembus ke bawah,watchlist tins akankah support ma200 nya tins kuat memantulkan harga atas bekal tetep ditembus bawah,watchlist tins akan support ma200 nya tins kuat pantul harga atas bekal tetep tembus bawah,"['watchlist', 'tins', 'akan', 'support', 'ma200', 'nya', 'tins', 'kuat', 'pantul', 'harga', 'atas', 'bekal', 'tetep', 'tembus', 'bawah']","['watchlist', 'tins', 'will', 'support', 'ma200', 'tins', 'tins', 'strong', 'reflected', 'price', 'above', 'supplies', 'still', 'penetrate', 'below']",0.4404,2
2021-06-24,Beberapa hari ini berita BPJS TK muncul lagi setelah BPK merekomendasikan cut loss. Dalam analisis saya (lihat thread atas) saham yang paling mungkin dijual adalah $SIMP $KRAS &amp; $TINS Sementara BPK merekomendasikan SIMP KRAS GIAA AALI LSIP dan ITMG. https://t.co/JvRhVG5DQH,beberapa hari ini berita bpjs tk muncul lagi setelah bpk merekomendasikan cut loss. dalam analisis saya (lihat thread atas) saham yang paling mungkin dijual adalah $simp $kras &amp; $tins sementara bpk merekomendasikan simp kras giaa aali lsip dan itmg. https://t.co/jvrhvg5dqh,beberapa hari ini berita bpjs tk muncul lagi setelah bpk merekomendasikan cut loss dalam analisis saya lihat thread atas saham yang paling mungkin dijual adalah simp kras amp tins sementara bpk merekomendasikan simp kras giaa aali lsip dan itmg,beberapa hari ini berita bpjs tk muncul lagi setelah bpk merekomendasikan cut loss dalam analisis saya lihat thread atas saham yang paling mungkin dijual adalah simp kras amp tins sementara bpk merekomendasikan simp kras giaa aali lsip dan itmg,beberapa hari berita bpjs tk muncul setelah bpk merekomendasikan cut loss analisis lihat thread atas saham paling mungkin dijual simp kras amp tins bpk merekomendasikan simp kras giaa aali lsip itmg,beberapa hari berita bpjs tk muncul telah bpk rekomendasi cut loss analisis lihat thread atas saham paling mungkin jual simp kras amp tins bpk rekomendasi simp kras giaa aali lsip itmg,"['beberapa', 'hari', 'berita', 'bpjs', 'tk', 'muncul', 'telah', 'bpk', 'rekomendasi', 'cut', 'loss', 'analisis', 'lihat', 'thread', 'atas', 'saham', 'paling', 'mungkin', 'jual', 'simp', 'kras', 'amp', 'tins', 'bpk', 'rekomendasi', 'simp', 'kras', 'giaa', 'aali', 'lsip', 'itmg']","['some', 'day', 'news', 'BPJS', 'TK', 'appeared', 'already', 'BPK', 'Recommendations', 'Cut', 'Loss', 'Analysis', 'See', 'Thread', 'Top', 'Stock', 'Most', 'Most', 'Sell', 'Samp', 'Kras', 'Tins', 'Tins', 'Tins', 'BPK' 'Simp', 'Kras', 'Giaa', 'Aali', 'Lsip', 'ITMG']",-0.5819,1
2021-06-30,Karena banyak yang menerapkan ESG saat ini...#nikel bakal jadi pendorong ternyata the new CSC tidak ya? Full : https://t.co/XT18utDqAZ #saham #pasarmodal #IHSG #mulaidarimanaaja #sinarharian #komoditas #commoditysupercycle #nikel #emas #timah #CPO #oil $ANTM $INCO $TINS https://t.co/ownuLBPtFU,karena banyak yang menerapkan esg saat ini...#nikel bakal jadi pendorong ternyata the new csc tidak ya? full : https://t.co/xt18utdqaz #saham #pasarmodal #ihsg #mulaidarimanaaja #sinarharian #komoditas #commoditysupercycle #nikel #emas #timah #cpo #oil $antm $inco $tins https://t.co/ownulbptfu,karena banyak yang menerapkan esg saat ininikel bakal jadi pendorong ternyata the new csc tidak ya full saham pasarmodal ihsg mulaidarimanaaja sinarharian komoditas commoditysupercycle nikel emas timah cpo oil antm inco tins,karena banyak yang menerapkan esg saat ininikel bakal jadi pendorong ternyata the new csc tidak ya full saham pasarmodal ihsg mulaidarimanaaja sinarharian komoditas commoditysupercycle nikel emas timah cpo oil antm inco tins,banyak menerapkan esg ininikel bakal jadi pendorong ternyata the new csc ya full saham pasarmodal ihsg mulaidarimanaaja sinarharian komoditas commoditysupercycle nikel emas timah cpo oil antm inco tins,banyak terap esg ininikel bakal jadi dorong nyata the new csc ya full saham pasarmodal ihsg mulaidarimanaaja sinarharian komoditas commoditysupercycle nikel emas timah cpo oil antm inco tins,"['banyak', 'terap', 'esg', 'ininikel', 'bakal', 'jadi', 'dorong', 'nyata', 'the', 'new', 'csc', 'ya', 'full', 'saham', 'pasarmodal', 'ihsg', 'mulaidarimanaaja', 'sinarharian', 'komoditas', 'commoditysupercycle', 'nikel', 'emas', 'timah', 'cpo', 'oil', 'antm', 'inco', 'tins']","['many', 'apply', 'Esg', 'Ininikel', 'will', 'So', 'Push', 'Real', 'The', 'New', 'CSC', 'Yes', 'Full', 'Full', 'Stock', 'Pasarmodal', 'IHSG', 'Starting', 'Sinarhaminian', 'commodity', 'commoditysupercle', 'nickel', 'nickel' 'gold', 'tin', 'CPO', 'Oil', 'Antm', 'Inco', 'Tins']",0.4019,2
2021-07-06,saham tambang $INCO $TINS $HRUM udah close diatas ma200 daily -kecuali $HRUM- tapi masih terhalang resistance down-trendline #studydiary https://t.co/eIc7I00gjY,saham tambang $inco $tins $hrum udah close diatas ma200 daily -kecuali $hrum- tapi masih terhalang resistance down-trendline #studydiary https://t.co/eic7i00gjy,saham tambang inco tins hrum udah close diatas ma200 daily kecuali hrum tapi masih terhalang resistance downtrendline studydiary,saham tambang inco tins hrum udah close diatas ma200 daily kecuali hrum tapi masih terhalang resistance downtrendline studydiary,saham tambang inco tins hrum udah close diatas ma200 daily hrum masih terhalang resistance downtrendline studydiary,saham tambang inco tins hrum udah close atas ma200 daily hrum masih halang resistance downtrendline studydiary,"['saham', 'tambang', 'inco', 'tins', 'hrum', 'udah', 'close', 'atas', 'ma200', 'daily', 'hrum', 'masih', 'halang', 'resistance', 'downtrendline', 'studydiary']","['shares', 'mine', 'Inco', 'tins', 'hrum', 'already', 'close', 'above', 'ma200', 'daily', 'daily', 'hrum', 'still', 'halang', 'resistance', 'dowderendline', 'studydiary']",0.296,2
2021-07-06,$TINS di posting tanggal 30 Juni 2021. Saya jelaskan juga bahwa akhir2 ini broker ritel sering digunakan oleh Pelaku Pasar. Alhamdulillah... Monggo segera bergabung bersama kami... https://t.co/mTjafwN6Pu,$tins di posting tanggal 30 juni 2021. saya jelaskan juga bahwa akhir2 ini broker ritel sering digunakan oleh pelaku pasar. alhamdulillah... monggo segera bergabung bersama kami... https://t.co/mtjafwn6pu,tins di posting tanggal 30 juni 2021 saya jelaskan juga bahwa akhir2 ini broker ritel sering digunakan oleh pelaku pasar alhamdulillah monggo segera bergabung bersama kami,tins di posting tanggal 30 juni 2021 saya jelaskan juga bahwa akhir2 ini broker ritel sering digunakan oleh pelaku pasar alhamdulillah monggo segera bergabung bersama kami,tins posting tanggal 30 juni 2021 jelaskan bahwa akhir2 broker ritel sering digunakan pelaku pasar alhamdulillah monggo segera bergabung bersama,tins posting tanggal 30 juni 2021 jelas bahwa akhir2 broker ritel sering guna laku pasar alhamdulillah monggo segera gabung sama,"['tins', 'posting', 'tanggal', '30', 'juni', '2021', 'jelas', 'bahwa', 'akhir2', 'broker', 'ritel', 'sering', 'guna', 'laku', 'pasar', 'alhamdulillah', 'monggo', 'segera', 'gabung', 'sama']","['tins', 'post', 'date', '30', 'June', '2021', 'explained', 'that', 'late', 'broker', 'retail', 'often', 'Guna', 'Laku', 'Laku', 'Market', 'Alhamdulillah', 'Monggo', 'soon', 'Join', 'Same']",0.34,2
2021-07-06,Dapet Cuan dari Duo metal $TINS dan $INCO lagi https://t.co/gpB61WN3jg,dapet cuan dari duo metal $tins dan $inco lagi https://t.co/gpb61wn3jg,dapet cuan dari duo metal tins dan inco lagi,dapet uang dari duo metal tins dan inco lagi,dapet uang duo metal tins inco,dapet uang duo metal tins inco,"['dapet', 'uang', 'duo', 'metal', 'tins', 'inco']","['Get', 'Money', 'Duo', 'Metal', 'Tins', 'Inco']",0.0516,2
2021-07-09,$TINS menarik di 1.590 (Pas MA 60). Coba antri nanti di sesi 2.,$tins menarik di 1.590 (pas ma 60). coba antri nanti di sesi 2.,tins menarik di 1590 pas ma 60 coba antri nanti di sesi 2,tins menarik di 1590 pas ma 60 coba antri nanti di sesi 2,tins menarik 1590 pas ma 60 coba antri di sesi 2,tins tarik 1590 pas ma 60 coba antri di sesi 2,"['tins', 'tarik', '1590', 'pas', 'ma', '60', 'coba', 'antri', 'di', 'sesi', '2']","['tins', 'tablish', '1590', 'right', 'right', '60', 'try', 'in,', '2']",0.0,0
2021-07-12,masuk 1 $Tins 1645,masuk 1 $tins 1645,masuk 1 tins 1645,masuk 1 tins 1645,masuk 1 tins 1645,masuk 1 tins 1645,"['masuk', '1', 'tins', '1645']","['Enter', '1', 'Tins', '1645']",0.0516,2
2021-07-15,$ANTM $TINS sudah menarik nih Disclaimer On !,$antm $tins sudah menarik nih disclaimer on !,antm tins sudah menarik nih disclaimer on,antm tins sudah menarik nih disclaimer on,antm tins menarik nih disclaimer on,antm tins tarik nih disclaimer on,"['antm', 'tins', 'tarik', 'nih', 'disclaimer', 'on']","['antm', 'tins', 'pull', 'here', 'disclaimer', 'on']",0.0,0
2021-07-15,Btw ini menarik menurut saya lho utk fastrade sudah sedikit mateng! $TINS $ANTM *selalu naikin level SL jika harga bergerak* (disclaimer on) ,btw ini menarik menurut saya lho utk fastrade sudah sedikit mateng! $tins $antm *selalu naikin level sl jika harga bergerak* (disclaimer on) ,btw ini menarik menurut saya lho utk fastrade sudah sedikit mateng tins antm selalu naikin level sl jika harga bergerak disclaimer on,ngomong-ngomong ini menarik menurut saya lho untuk fastrade sudah sedikit mateng tins antm selalu naikin level sl jika harga bergerak disclaimer on,ngomong-ngomong menarik saya lho fastrade sedikit mateng tins antm selalu naikin level sl harga bergerak disclaimer on,ngomong-ngomong tarik saya lho fastrade sedikit mateng tins antm selalu naikin level sl harga gerak disclaimer on,"['ngomong-ngomong', 'tarik', 'saya', 'lho', 'fastrade', 'sedikit', 'mateng', 'tins', 'antm', 'selalu', 'naikin', 'level', 'sl', 'harga', 'gerak', 'disclaimer', 'on']","['By the way', 'pull', 'I', 'you know', 'Fastrade', 'A little', 'Mateng', 'Tins', 'Antm', 'Always', 'Raise', 'Level', 'Sl', 'Sl', 'Sl', 'Price', 'Motion', 'Disclaimer', 'On']",0.0258,0
